dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
H Sukhumvit 43,"Soi Phrom Mit, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,12000000.0,57000.0,Bedrooms|Bathrooms|Internal area,2|2|59,Floors|Towers|Project Area|Year built,"32|1|3,080 m2|2014","PropertyScout ID 954486
Check all listing details on our website https://propertyscout.co.th/en/95----","Fully furnished 2 bedrooms, 2 bathrooms condominium for rent with a floor size
of 59 sq.m. in the Wattana district. Please contact us to schedule a viewing.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Sukhumvit|Asok 4 Toll Plaza|Asok 1 Toll Plaza|At Narong Toll Plaza,830 m / 10 minutes by foot|1.5 km / 8 minutes by car|2.2 km / 14 minutes by car|3.6 km / 18 minutes by car|3.7 km / 16 minutes by car|4 km / 14 minutes by car,"195,125",0,0.74,4.67,-6.06
A Space I.D. Asoke - Ratchada,"Thanon Din Daeng, Din Daeng, Bangkok 10400",Ratchathewi,4639200.0,15000.0,Bedrooms|Bathrooms|Internal area,1|1|33,Floors|Towers|Year built,30|1|2016,"PropertyScout ID 954280
Check all listing details on our website https://propertyscout.co.th/en/95----","Fully Fitted 1 bedroom, 1 bathroom condo for sale with a floor size of 33 sq.m.
in the Din Daeng. Please contact us to schedule a viewing.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt,Phraram Kao 9|Phra Ram 9|Asok 2 Toll Plaza|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Phetchaburi,710 m / 9 minutes by foot|740 m / 9 minutes by foot|910 m / 7 minutes by car|1.2 km / 12 minutes by car|1.2 km / 13 minutes by car|1.4 km / 6 minutes by car,"126,979",0,11.06,4.16,4.51
Aguston Sukhumvit 22,"150/1 สุขุมวิท Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,15000000.0,,Bedrooms|Bathrooms|Internal area,2|2|96,Floors|Towers|Project Area|Year built,"24|2|5,200 m2|2009","PropertyScout ID 923172
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 2-bedroom 2-bathroom Condo unit, sized 96 sqm on the 15th Floor with
Breathtaking Views at Aguston Sukhumvit 22 by MRT Queen Sirikit Centre",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Khlong Toei|Tha Ruea 2 Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,1.4 km / 7 minutes by car|1.7 km / 8 minutes by car|1.8 km / 16 minutes by car|1.9 km / 8 minutes by car|2 km / 11 minutes by car|2 km / 17 minutes by car,"151,925",0,-4.7,4.54,0.17
KHUN by YOO inspired by Starck,"139 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,25000000.0,65000.0,Bedrooms|Bathrooms|Internal area,1|1|48.83,Floors|Towers|Year built,27|1|2020,"PropertyScout ID 923585
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 1-bedroom 1-bathroom Condo unit, sized 48.83 sqm on the 16th Floor with
Breathtaking Views at KHUN by YOO by BTS Thong Lor",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,,,,"428,041",0,-11.55,3.76,-1.4
Aspire Sukhumvit 48,"Soi Piya Watchara, Phra Khanong, Khlong Toei, Bangkok 10110",Khlong Toei,4500000.0,20000.0,Bedrooms|Bathrooms|Internal area,2|2|64,Floors|Towers|Year built,25|2|2014,"PropertyScout ID 513916
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 64 squaremeters, located on the 17th floor of the Aspire Sukhumvit 48
building, in the popular Khlong Toei district near BTS Phra Khanong. Please
contact us to schedule a viewing.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway,Phra Khanong|On Nut|Phra Khanong Toll Plaza|Ekkamai|At Narong 2 Toll Plaza|At Narong 1 Toll Plaza,880 m / 4 minutes by car|1.2 km / 12 minutes by car|1.7 km / 7 minutes by car|1.7 km / 8 minutes by car|2.2 km / 15 minutes by car|2.3 km / 16 minutes by car,"97,051",0,-7.54,5.48,8.58
Belle Grand Rama 9,"131 Soi Rama 9 Soi 3, Khwaeng Huai Khwang, Khet Huai Khwang",Huai Khwang,15800000.0,,Bedrooms|Bathrooms|Internal area,3|2|101.92,Floors|Towers|Project Area|Year built,"43|8|13,260 m2|2015",This 3-bedroom condo in Rama 9 is available now on the top floor in Belle Grand Rama 9,"this Bangkok condo in Rama 9 features a bigger size (101.92 sqm) and is located on one of the top floors of Belle Grand Rama 9 - right in the midst of Grand Rama 9 and Grand Central Rama 9 in Bangkok's new Central Business District.
great view
3-bedroom
3-bathroom
area: 101.92 sqm
balcony with a nice city view
one of the top floors (30+)
1 parking slot
fully furnished
open and fully equipped kitchen
full electrical appliances including refrigerator, washing machine, TV, and microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|False|False,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phra Ram 9|Asok 3 Toll Plaza|Asok 1 Toll Plaza|Asok 4 Toll Plaza|Thailand Cultural Centre|Phetchaburi,580 m / 7 minutes by foot|1.1 km / 11 minutes by car|1.5 km / 5 minutes by car|1.5 km / 12 minutes by car|1.5 km / 5 minutes by car|1.7 km / 6 minutes by car,"201,531",35.16,48.6,2.98,9.41
Focus Ploenchit,"60 Soi Pha Suk, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,6500000.0,25000.0,Bedrooms|Bathrooms|Internal area,1|1|47.78,Floors|Towers|Project Area|Year built,"8|1|1,612 m2|2014","PropertyScout ID 924292
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 1-bedroom 1-bathroom Condo unit, sized 47.78 sqm on the 2nd Floor with
Breathtaking Views at Focus Ploenchit by BTS Phloen Chit",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Phloen Chit|Sukhumvit Toll Plaza|Nana|Asok|Phetchaburi Toll Plaza|Rama 4-2 Toll Plaza,540 m / 8 minutes by foot|540 m / 7 minutes by foot|910 m / 12 minutes by car|1.5 km / 10 minutes by car|1.6 km / 20 minutes by car|2 km / 10 minutes by car,"137,777",0,-6.09,4.53,-1.89
Focus Ploenchit,"60 Soi Pha Suk, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,6500000.0,25000.0,Bedrooms|Bathrooms|Internal area,1|1|47.78,Floors|Towers|Project Area|Year built,"8|1|1,612 m2|2014","PropertyScout ID 924293
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 1-bedroom 1-bathroom Condo unit, sized 47.78 sqm on the 2nd Floor with
Breathtaking Views at Focus Ploenchit by BTS Phloen Chit",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Phloen Chit|Sukhumvit Toll Plaza|Nana|Asok|Phetchaburi Toll Plaza|Rama 4-2 Toll Plaza,540 m / 8 minutes by foot|540 m / 7 minutes by foot|910 m / 12 minutes by car|1.5 km / 10 minutes by car|1.6 km / 20 minutes by car|2 km / 10 minutes by car,"137,777",0,-6.09,4.53,-1.89
Ashton Chula - Silom,"778 Soi Mahaphruttharam, Khwaeng Si Phraya, Khet Bang Rak",Bang Rak,8600000.0,,Bedrooms|Bathrooms|Internal area,1|1|34,Floors|Towers|Project Area|Year built,"56|1|7,867 m2|2018","PropertyScout ID 922539
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 1-bedroom 1-bathroom condominium on the 27th floor of Ashton Chula-Silom
building, in the international Bang rak district, perfect for an urban
lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-mrt|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sam Yan|Sala Daeng|Si Lom|Saphan Sawang Toll Plaza|Hua Lamphong Toll Plaza|Surawong Toll Plaza,410 m / 5 minutes by foot|570 m / 7 minutes by foot|910 m / 6 minutes by car|1.3 km / 5 minutes by car|1.8 km / 8 minutes by car|2 km / 8 minutes by car,"253,889",0,-0.29,3.9,1.1
Life @ Sathorn 10,"Soi Suksavithaya, Khwaeng Silom, Khet Bang Rak",Sathon,5390000.0,16000.0,Bedrooms|Bathrooms|Internal area,1|1|40,Floors|Towers|Project Area|Year built,"27|1|2,228 m2|2010","PropertyScout ID 709861
Check all listing details on our website https://propertyscout.co.th/en/70----","Luxury 1-bedroom 1-bathroom Condo unit, sized 40 sqm on the 7th Floor with
Breathtaking Views at Life@Sathorn 10 by BTS Saint Louis",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway,Chong Nonsi|Surasak|Sathon Toll Plaza|Sala Daeng|Surawong Toll Plaza|Saphan Sawang Toll Plaza,660 m / 8 minutes by foot|880 m / 7 minutes by car|1.3 km / 6 minutes by car|1.3 km / 7 minutes by car|1.9 km / 10 minutes by car|2.2 km / 11 minutes by car,"134,448",0,0.57,4.13,1.98
Thonglor Tower,"Soi Phothibut, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,5900000.0,,Bedrooms|Bathrooms|Internal area,2|2|100,Floors|Towers|Year built,18|1|1995,"PropertyScout ID 799772
Check all listing details on our website https://propertyscout.co.th/en/79----","Spacious 2-bedroom 4-bathroom Condo unit, sized 100 sqm on the 13th Floor with
Breathtaking Views at Thong Lo Tower by BTS Thong Lor",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|True|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|Phatthanakan 1 Toll Plaza|Ramkhamhaeng Toll Plaza|Rama 9 Toll Plaza,1.6 km / 6 minutes by car|2.3 km / 11 minutes by car|2.5 km / 11 minutes by car|3.2 km / 10 minutes by car|3.2 km / 21 minutes by car|3.6 km / 13 minutes by car,"87,121",0,-2.16,5.23,17.65
Taka Haus Ekamai 12,"37 Soi Charoen Mit, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,9500000.0,24888.0,Bedrooms|Bathrooms|Internal area,2|1|44.75,Floors|Towers|Year built,8|2|2019,"PropertyScout ID 509528
Check all listing details on our website https://propertyscout.co.th/en/50----","Cozy 2-bedroom 1-bathroom condominium unit, sized 45 sqm on the 1st Floor with
Breathtaking Views at Taka Haus by BTS Ekkamai",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|True|True,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway,Ekkamai|Phatthanakan 1 Toll Plaza|Phra Khanong|Thong Lo|Phatthanakan 2 Toll Plaza|Phra Khanong Toll Plaza,1.8 km / 12 minutes by car|1.9 km / 8 minutes by car|2.2 km / 8 minutes by car|2.3 km / 8 minutes by car|2.4 km / 7 minutes by car|2.8 km / 10 minutes by car,"161,290",-15.46,-16.64,3.55,-21.93
The Lofts Asoke,"253 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,20757000.0,60000.0,Bedrooms|Bathrooms|Internal area,2|2|86,Floors|Towers|Year built,45|1|2018,"PropertyScout ID 683164
Check all listing details on our website https://propertyscout.co.th/en/68----","Cozy 2-bedroom 2-bathroom Condominium unit, sized 86 sqm on the 20th Floor with
Breathtaking Views at The Lofts Asoke by BTS Asoke",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-bts,Phetchaburi|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Sukhumvit|Asok 1 Toll Plaza|Nana,210 m / 3 minutes by foot|900 m / 15 minutes by car|910 m / 3 minutes by car|970 m / 8 minutes by car|970 m / 4 minutes by car|1.7 km / 7 minutes by car,"224,835",0,0,4.13,6.18
Nusasiri Grand,"Thanon Sukhum Vit, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,16799000.0,,Bedrooms|Bathrooms|Internal area,2|3|125,Floors|Towers|Project Area|Year built,"28|2|7,648 m2|2007","PropertyScout ID 646526
Check all listing details on our website https://propertyscout.co.th/en/64----","Modern 2-bedroom 3-bathroom condominium on the 12th floor of The Nusasiri Grand
building, in the Khlong Toei district, close to BTS Ekkamai, perfect for an
urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phra Khanong|At Narong Toll Plaza|Phra Khanong Toll Plaza|At Narong 2 Toll Plaza,72 m / 1 minute by foot|820 m / 2 minutes by car|900 m / 3 minutes by car|1.9 km / 8 minutes by car|2.5 km / 6 minutes by car|2.6 km / 14 minutes by car,"141,525",0,-2.98,4.42,5.68
,,Khlong Toei,18000000.0,80000.0,Bedrooms|Bathrooms|Internal area,2|2|96,,,"PropertyScout ID 925397
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 2-bedroom 2-bathroom Condo unit, sized 96 sqm on the 15th Floor with
Breathtaking Views at AEQUA Residence Sukhumvit 49 by BTS Thong Lor",,,,,,,,,,
The Met,"Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,21393000.0,75000.0,Bedrooms|Bathrooms|Internal area,2|2|93,Floors|Towers|Project Area|Year built,"66|1|11,360 m2|2009","PropertyScout ID 426515
Check all listing details on our website https://propertyscout.co.th/en/42----","Modern 2-bedroom 2-bathroom condominium from the 25th floor of The Met
Condominium‬ building, in the Sathorn district, close to BTS Chong Nonsi,
perfect for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Sala Daeng|Si Lom|Sathon Toll Plaza|Rama 4-2 Toll Plaza|Surawong Toll Plaza,660 m / 8 minutes by foot|1 km / 9 minutes by car|1.4 km / 8 minutes by car|1.9 km / 5 minutes by car|2.1 km / 8 minutes by car|2.7 km / 11 minutes by car,"163,158",-9.2,-8.23,3.87,-9.15
Life One Wireless,"1 Witthayu Rd, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,5500000.0,,Bedrooms|Bathrooms|Internal area,1|1|28.27,Floors|Towers|Year built,43|1|2020,"PropertyScout ID 592599
Check all listing details on our website https://propertyscout.co.th/en/59----","Luxury studio-bedroom 1-bathroom, sized28.27 sqm on the 19th Floor with
Breathtaking Views at Life One Wireless by BTS Phloen Chit.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway,Phetchaburi Toll Plaza|Phloen Chit|Chit Lom|Sukhumvit Toll Plaza|Nana|Asok 2 Toll Plaza,350 m / 4 minutes by foot|660 m / 8 minutes by foot|1.1 km / 3 minutes by car|1.4 km / 6 minutes by car|1.5 km / 10 minutes by car|2.5 km / 5 minutes by car,"185,423",0,6.6,4.28,-0.9
,,Watthana,16500000.0,,Bedrooms|Bathrooms|Internal area,2|2|140,,,"PropertyScout ID 878174
Check all listing details on our website https://propertyscout.co.th/en/87----","Modern 2-bedroom 2-bathroom Condo unit, sized 140 sqm on the 25th Floor with
Breathtaking Views at D.S.Tower 2 by BTS Phrom Phong",,,,,,,,,,
Supalai Premier Place Asoke,"177/7 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,11500000.0,,Bedrooms|Bathrooms|Internal area,2|2|97.5,Floors|Towers|Project Area|Year built,"30|1|4,092 m2|2006","PropertyScout ID 924781
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 2-bedroom 2-bathroom Condo unit, sized 97.5 sqm on the 9th Floor with
Breathtaking Views at Supalai Premier Place Asok by MRT Phetchaburi",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Phetchaburi|Sukhumvit|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,1.6 km / 7 minutes by car|1.8 km / 12 minutes by car|2.1 km / 15 minutes by car|2.3 km / 21 minutes by car|2.3 km / 20 minutes by car|2.4 km / 15 minutes by car,"99,812",0,-12.56,4.45,1.09
Circle Rein Sukhumvit 12,"67 Soi Suk Chai, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5690000.0,,Bedrooms|Bathrooms|Internal area,1|1|30.36,Floors|Towers|Project Area|Year built,"8|1|1,712 m2|2016",This flat on Sukhumvit 12 that is AirBnB-ready is available now in Circle Rein condominium near BTS Asoke and Nana,"1 bedroom
1 bathroom with a full-size bathtub
convertible design:  the bed folds up when not in use to create a larger living room space.
area: 30.36 sqm
low floor: located in the low-rise condominium with private access to an outdoor garden
car parking slot
fully furnished: modern style
open and fully equipped kitchen
full set of electrical appliances, including flat TV, refrigerator, washing machine, and microwave
foreign freehold quota is available
the building has an AirBNB setup for investors",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Nana|Sukhumvit|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Rama 4-2 Toll Plaza,280 m / 3 minutes by foot|400 m / 5 minutes by foot|710 m / 9 minutes by foot|1.1 km / 5 minutes by car|2.1 km / 13 minutes by car|3.1 km / 13 minutes by car,"164,848",0,0.61,3.97,15.68
