dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Noble Remix,"772 Sukhumvit Rd, Khlong Tan Nuea, Khet Khlong Toei",Khlong Toei,11200000.0,,Bedrooms|Bathrooms|Internal area,2|2|90,Floors|Towers|Project Area|Year built,"33|1|8,008 m2|2008",This duplex for sale near BTS Thonglor is available now in the Noble Remix condominium connected to BTS Thong Lo.,"this Bangkok condo near BTS Thong Lo is a duplex - 2 floors
the property is for sale with the tenant (35,000 per month until July 2022)
2-bedroom: each bedroom with a balcony
2-bathroom
the second floor is a master bedroom with a large bathroom
stock room
2 balconies
area: 90 sqm
low floor
facing direction: West with unblocked sunset and greenery views
fixed car parking slot
fully furnished
separated and equipped kitchen
full set of electrical appliances
foreign freehold quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|True|True|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Phrom Phong|Ekkamai|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,280 m / 4 minutes by foot|1.1 km / 7 minutes by car|1.1 km / 8 minutes by car|2.8 km / 10 minutes by car|3.2 km / 11 minutes by car|3.3 km / 12 minutes by car,"165,459",0,-0.58,3.94,-6.54
Condolette Dwell Sukhumvit 26,"Soi Thanying Phuangrat Praphai, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,5250000.0,,Bedrooms|Bathrooms|Internal area,1|1|34.8,Floors|Towers|Project Area|Year built,"8|2|3,276 m2|2014",This affordable condo near EmQuartier is available now in Condolette Dwell Sukhumvit 26 condominium near BTS Phrom Phong,"1-bedroom
1-bathroom
1 car parking slot
area: 34.8 sqm
fully furnished with a built-in wardrobe, cabinet, and kitchen
king size pocket spring bed
2 aircon, hot water
refrigerator, electric stove, microwave, cooker hood
full HD smart TV
washing machine with dryer
foreign freehold quota is available for this condo",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Queen Sirikit National Convention Centre|At Narong Toll Plaza,600 m / 7 minutes by foot|1.4 km / 8 minutes by car|2.2 km / 11 minutes by car|2.4 km / 11 minutes by car|2.5 km / 12 minutes by car|2.9 km / 11 minutes by car,"142,220",0,3.83,4.78,-2.41
Prestige Towers,"Soi Prasanmit, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,33000000.0,,Bedrooms|Bathrooms|Internal area,4|5|426,Floors|Towers|Year built,26|2|1994,This large apartment in Asoke with 4 bedrooms and 5 balconies is available now at Prestige Towers Sukhumvit 23,"a very big luxury condo
4-bedroom
5-bathroom
maids' quarter with a service area, toilet, and separate entrance
5 balconies
living area: 426 sqm
facing directions: East, South, and North
high floor: 20+ with a nice view of Bangkok
3 fixed car parking slots
partially furnished
separated and partially equipped kitchen
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|True|False|False|True,marker marker-mrt|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Phetchaburi|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,590 m / 7 minutes by foot|940 m / 5 minutes by car|1.1 km / 9 minutes by car|1.8 km / 16 minutes by car|1.8 km / 19 minutes by car|1.9 km / 12 minutes by car,"68,153",0,-0.42,4.16,21.65
15 Sukhumvit Residences,"เรสซิเดนเซส ชั้น 2 ถ. 12/497 อาคาร 15 สุขุมวิท Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,14563000.0,,Bedrooms|Bathrooms|Internal area,3|2|125,Floors|Towers|Project Area|Year built,"25|1|4,692 m2|2013",This Sukhumvit condo features the best view at 15 Sukhumvit Residences condominium near BTS Asoke.,"this Bangkok condo is located on one of the top floors and features the best view from balconies
3-bedroom
2-bathroom
2 balconies of a good size
area: 125 sqm
high floor: 20+
fixed car parking lot
facing direction: North with the best view of Wattana school
open and fully fitted kitchen
new furniture and the full set of electrical appliances will be provided by the seller
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Nana|Asok|Asok|Sukhumvit|Sukhumvit|Sukhumvit Toll Plaza|||||,640 m / 8 minutes by foot|640 m / 8 minutes by foot|700 m / 9 minutes by foot|700 m / 9 minutes by foot|780 m / 10 minutes by foot|780 m / 10 minutes by foot||||||,"124,748",0,-1.49,4.49,0.86
The Capital Ekamai-Thonglor,"2898 New Petchaburi Rd, Khwaeng Bang Kapi, Khet Huai Khwang",Watthana,21950000.0,,Bedrooms|Bathrooms|Internal area,3|3|170,Floors|Towers|Project Area|Year built,"27|1|3,284 m2|2015",This large apartment with a private garden is a unique luxury property that is available now in The Capital Ekamai-Thonglor condominium on Phetchaburi Road,"good-sized living room with access to a private garden
this condo is very well maintained - as a new
high ceilings - 3 meters
3-bedroom
3-bathroom
the master bedroom of a good size
2 balconies -  one of them is a huge private garden
maids' quarter
stock room
2 car parking lots
low floor
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-bts|marker marker-bts,Ramkhamhaeng Toll Plaza|Rama 9 Toll Plaza|Rama 9-1 Toll Plaza Chalong Rat|Phetchaburi|Thong Lo|Phrom Phong,2.1 km / 15 minutes by car|2.5 km / 9 minutes by car|2.6 km / 17 minutes by car|2.7 km / 5 minutes by car|2.8 km / 6 minutes by car|3.2 km / 10 minutes by car,"132,282",0,-7.7,4.66,-14.9
Monterey Place,"464 Soi, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,21500000.0,,Bedrooms|Bathrooms|Internal area,3|3|170,Floors|Towers|Year built,25|1|1995,This penthouse near MRT with a river view is available at Monterey Place condominium on Sukhumvit 16 bear Benjakitti Park,"this apartment is a penthouse-duplex - corner unit located on the top floor and featuring 2 levels
this penthouse features an amazing unblocked river and park view
sale with rental tenant
3-bedroom
3-bathroom
garden balcony
facing: South & East
area: 170 sqm
2 fixed car parking slots
fully furnished
separated and equipped kitchen
full set of electrical appliances
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Queen Sirikit National Convention Centre|Khlong Toei|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza|Phrom Phong|Tha Ruea 1 Toll Plaza,1.1 km / 8 minutes by car|1.3 km / 17 minutes by car|1.5 km / 17 minutes by car|1.5 km / 12 minutes by car|1.8 km / 10 minutes by car|2.1 km / 9 minutes by car,"90,260",0,-11.44,4.96,-12.85
Royce Private Residences,"61 Soi Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,78207800.0,,Bedrooms|Bathrooms|Internal area,4|4|355.59,Floors|Towers|Project Area|Year built,"39|2|6,024 m2|2012",This luxury apartment is available now on a high floor in the Royce Private Residences luxury condominium on SUkhumvit 31 in Bangkok CBD,"luxury condo
large living room
4-bedroom
4-bathroom
walk-in closet
working room
large balcony with an amazing city view
area: 355.49 sqm
high floor: 20 or higher
fully and nicely furnished
full set of electrical appliances including flat TV, refrigerator, washing machine, microwave
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|True|True,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Sukhumvit|Phetchaburi|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,1.1 km / 7 minutes by car|1.1 km / 10 minutes by car|1.4 km / 7 minutes by car|2.1 km / 16 minutes by car|2.1 km / 16 minutes by car|2.2 km / 10 minutes by car,"215,496",0,2.53,4.05,4.15
Sukhumvit City Resort,"61 สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,8500000.0,,Bedrooms|Bathrooms|Internal area,2|2|95,Floors|Towers|Project Area|Year built,"26|1|2,436 m2|2006",This large Nana apartment for sale with a tenant is available now in Sukhumvit City Resort condominium,"this condo features a large living room with a nice view
sale with tenant - immediate rental income for a potential buyer
2-bedroom
2-bathroom
balcony
area: 95 sqm
mid-floor: 10+
fixed parking slot
facing direction: West
fully furnished
open and equipped kitchen
full set of electrical appliances
foreign freehold quota is available for this large Nana apartment for sale",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|False|True,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway,Nana|Sukhumvit Toll Plaza|Phloen Chit|Phetchaburi Toll Plaza|Phetchaburi|Asok 2 Toll Plaza,920 m / 12 minutes by car|1.1 km / 8 minutes by car|1.2 km / 9 minutes by car|1.3 km / 15 minutes by car|1.9 km / 10 minutes by car|2.5 km / 12 minutes by car,"107,373",0,3.91,3.84,-14
Lake Green,"93 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,16900000.0,,Bedrooms|Bathrooms|Internal area,2|2|150,Floors|Towers|Project Area|Year built,27|1|363 m2|1997,This condo with a park view from a high floor in Lake Green Sukhumvit 8 condominium near BTS Nana is available now at a good price.,"this condo features a good-sized living room with a very long balcony with a greenery view of the park
the property is well maintained
2-bedroom
2-bathroom
storage room
high flow with an unblocked park view
facing direction: North-West
fixed car parking lot
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit Toll Plaza|Sukhumvit|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza,700 m / 8 minutes by foot|1.2 km / 9 minutes by car|1.4 km / 8 minutes by car|1.5 km / 8 minutes by car|3.6 km / 16 minutes by car|3.6 km / 15 minutes by car,"105,833",0,-11.89,3.89,-8.29
15 Sukhumvit Residences,"เรสซิเดนเซส ชั้น 2 ถ. 12/497 อาคาร 15 สุขุมวิท Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,6900000.0,,Bedrooms|Bathrooms|Internal area,1|1|58,Floors|Towers|Project Area|Year built,"25|1|4,692 m2|2013",1-bedroom near BTS Asoke for sale condo is available now in 15 Sukhumvit Residences.,"this condo is located on a high floor (20+) in the corner with a nice city view.
it features a larger area than other units in this condominium. The new owner can build a 2nd living room in this condo.
1 bedroom
1 bathroom
car parking slot
area: 58 sqm
facing direction: North
fully furnished
open and equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Nana|Asok|Asok|Sukhumvit|Sukhumvit|Sukhumvit Toll Plaza|||||,640 m / 8 minutes by foot|640 m / 8 minutes by foot|700 m / 9 minutes by foot|700 m / 9 minutes by foot|780 m / 10 minutes by foot|780 m / 10 minutes by foot||||||,"124,748",0,-1.49,4.49,0.86
Supalai Wellington,"32/1 Thiam Ruam Mit Rd, Khwaeng Huai Khwang, Khet Huai Khwang",Huai Khwang,4200000.0,,Bedrooms|Bathrooms|Internal area,1|1|47,Floors|Towers|Project Area|Year built,"19|9|27,440 m2|2014","This 1-bedroom condo in Rama 9 is available now. This condo is located in Supalai Wellington on the mid-floor so that it features an unblocked view.
This apartment for sale features a bigger size (47 sqm). The condo is fully furnished.","1 bedroom
1 bathroom
1 balcony
47 sqm
mid-floor (12-22)
facing West
1 fixed parking slots
fully furnished
open kitchen
full set of electrical appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-mrt|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thailand Cultural Centre|Huai Khwang|Phra Ram 9|Asok 3 Toll Plaza|Rama 9 Toll Plaza|Asok 4 Toll Plaza,1.1 km / 6 minutes by car|1.8 km / 8 minutes by car|2.5 km / 7 minutes by car|2.9 km / 15 minutes by car|3.1 km / 6 minutes by car|3.3 km / 14 minutes by car,"93,795",0,-1.69,5.73,15.46
