dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Urbana Sathorn,"Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,9800000.0,,Bedrooms|Bathrooms|Internal area,1|1|70,Floors|Towers|Project Area|Year built,"35|1|4,148 m2|2006","Project : Urbana Sathorn
Location area: , South Sathorn , Thungmahamek , Sa Thon , Bangkok 10120
GPS : https://goo.gl/maps/mEAxcapFB7q2T----
Station : BTS-Chong Nonsi
Listing ID : CX-53157
FOR SELL : 9,800,000 ฿","Property type : condo
No of floors : 37
Floor : 20
Usable area : 70 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Sala Daeng|Si Lom|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza|Sathon Toll Plaza,840 m / 6 minutes by car|950 m / 8 minutes by car|1.3 km / 7 minutes by car|1.9 km / 7 minutes by car|2 km / 8 minutes by car|2 km / 6 minutes by car,"154,382",0,18.55,3.9,2.87
Life @ Sukhumvit 65,"1441/7 Thanon Sukhum Vit, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,4500000.0,,Bedrooms|Bathrooms|Internal area,1|1|40.97,Floors|Towers|Project Area,"26|1|4,292 m2","Project : Life @ Sukhumvit 65
Location area: , Sukhumvit , Phra Khanong Nuea , Watthana , Bangkok 10110
GPS : https://goo.gl/maps/DzCtsXmM6qDF2----
Station : BTS-Ekkamai
Listing ID : CX-05795
FOR SELL : 4,500,000 ฿","Property type : condo
No of floors : 26
Floor : 17
Usable area : 40.97 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other : รวมคอม โอนคนละครึ่ง",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phra Khanong|Ekkamai|Thong Lo|Phra Khanong Toll Plaza|At Narong Toll Plaza|At Narong 2 Toll Plaza,320 m / 4 minutes by foot|560 m / 7 minutes by foot|1.4 km / 4 minutes by car|1.9 km / 4 minutes by car|2.4 km / 11 minutes by car|2.7 km / 17 minutes by car,"116,761",0,6.35,4.96,11.29
Q 1 Sukhumvit,"Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,156000000.0,,Bedrooms|Bathrooms|Internal area,4|5|343,Floors|Towers|Project Area,"42|1|5,472 m2","PropertyScout ID 868792
Check all listing details on our website https://propertyscout.co.th/en/86----","Modern 4-bedroom 5-bathroom Condo unit, sized 343 sqm on the 39th Floor with
Breathtaking Views at Q1 Sukhumvit Condo by Q House by BTS Nana",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit Toll Plaza|Sukhumvit|Phetchaburi Toll Plaza|Asok 2 Toll Plaza,12 m / less than a minute by foot|620 m / 8 minutes by foot|680 m / 9 minutes by foot|1 km / 16 minutes by car|1.6 km / 12 minutes by car|2.6 km / 9 minutes by car,"395,041",0,36.27,3.46,8.16
The Residences at Sindhorn Kempinski Hotel Bangkok,"Unnamed Road Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,117600000.0,,Bedrooms|Bathrooms|Internal area,4|5|336,Floors|Towers,33|1,"PropertyScout ID 793550
Check all listing details on our website https://propertyscout.co.th/en/79----","Modern 4-bedroom 5-bathroom Condo unit, sized 336 sqm on the 32nd Floor with
Breathtaking Views at The Residences at Sindhorn Kempinski Hotel Bangkok by BTS
Ratchadamri",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ,True|True|True|True|True|True|True|True,marker marker-bts|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ratchadamri|Si Lom|Chit Lom|Phetchaburi Toll Plaza|Sukhumvit Toll Plaza|Rama 4-2 Toll Plaza,1.1 km / 3 minutes by car|1.1 km / 3 minutes by car|1.1 km / 6 minutes by car|2.1 km / 14 minutes by car|2.3 km / 9 minutes by car|2.4 km / 6 minutes by car,"289,273",0,6.95,4.87,8.9
Sukhumvit Suite,"21 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10500000.0,,Bedrooms|Bathrooms|Internal area,2|2|120,Floors|Towers|Year built,44|1|1994,"PropertyScout ID 890047
Check all listing details on our website https://propertyscout.co.th/en/89----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 120
squaremeters, located on the 43rd floor of the Sukhumvit Suite building, in the
popular Watthana district near BTS Nana. Please contact us to schedule a
viewing.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|True|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Asok 2 Toll Plaza,610 m / 8 minutes by foot|840 m / 7 minutes by car|1.2 km / 6 minutes by car|1.3 km / 10 minutes by car|1.7 km / 14 minutes by car|2 km / 11 minutes by car,"72,194",0,-7.97,4.69,-16.32
U Delight @Talat Phlu Station,"18/98 Thanon Ratchadaphisek, Khwaeng Bukkhalo, Khet Thon Buri",Thon Buri,2750000.0,,Bedrooms|Bathrooms|Internal area,1|1|30,Floors|Towers|Year built,34|2|2017,"Project : U Delight @ Talat phlu Station
Location area: , Ratchadaphisek , Dao Khanong , Thon Buri , Bangkok
GPS : https://goo.gl/maps/FXYd1pPooFsAF----
Station : BTS-Talat Phlu
Listing ID : CX-32950
FOR SELL : 2,750,000 ฿","Property type : condo
No of floors : 34
Floor : 24
Usable area : 30 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|True|True|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts,Talat Phlu|Wutthakat|Chan Toll Plaza|Surawong Toll Plaza|Sathon Toll Plaza|Pho Nimit,710 m / 9 minutes by foot|2.5 km / 10 minutes by car|5.4 km / 13 minutes by car|5.6 km / 10 minutes by car|5.9 km / 13 minutes by car|7.8 km / 4 minutes by car,"92,561",0,-6.56,4.28,-6.52
Noble Solo,"962 Thong Lo 25 Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,7500000.0,,Bedrooms|Bathrooms|Internal area,1|1|53,Floors|Towers|Project Area|Year built,"24|1|5,420 m2|2009","Project : Noble Solo
Location area: , Sukhumvit , Khlong Tan Nuea , Watthana , Bangkok 10110
GPS : https://goo.gl/maps/hjDua6hdgpkrr----
Station : BTS-Thong Lo
Listing ID : CX-05807
FOR SELL : 7,500,000 ฿","Property type : condo
No of floors : 24
Floor : 6
Usable area : 53 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway,Thong Lo|Ramkhamhaeng Toll Plaza|Phrom Phong|Rama 9-1 Toll Plaza Chalong Rat|Ekkamai|Rama 9 Toll Plaza,2.1 km / 7 minutes by car|2.6 km / 20 minutes by car|2.7 km / 11 minutes by car|2.7 km / 14 minutes by car|2.8 km / 12 minutes by car|2.9 km / 13 minutes by car,"127,281",0,-8.48,4.9,-1.33
Aspire Sukhumvit 48,"Soi Piya Watchara, Phra Khanong, Khlong Toei, Bangkok 10110",Khlong Toei,3200000.0,,Bedrooms|Bathrooms|Internal area,1|1|38,Floors|Towers|Year built,25|2|2014,"PropertyScout ID 939778
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 1-bedroom 1-bathroom Condo unit, sized 38 sqm on the 12Ath Floor with
Breathtaking Views at Aspire Sukhumvit 48 by BTS Phra Khanong.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway,Phra Khanong|On Nut|Phra Khanong Toll Plaza|Ekkamai|At Narong 2 Toll Plaza|At Narong 1 Toll Plaza,880 m / 4 minutes by car|1.2 km / 12 minutes by car|1.7 km / 7 minutes by car|1.7 km / 8 minutes by car|2.2 km / 15 minutes by car|2.3 km / 16 minutes by car,"97,051",0,-7.54,5.48,8.58
Knightsbridge Prime Sathorn,"79 Thanon Naradhiwat Rajanagarindra, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,6600000.0,,Bedrooms|Bathrooms|Internal area,2|2|44,Floors|Towers|Year built,43|1|2019,"Project : KnightsBridge Prime Sathorn
Location area: , Narathiwat , Thungmahamek , Sa Thon , Bangkok 10120
GPS : https://goo.gl/maps/KMDCsCRmhmTyT----
Station : BTS-Chong Nonsi
Listing ID : CX-28020
FOR SELL : 6,600,000 ฿","Property type : condo
No of floors : 47
Floor : 32
Usable area : 44 sqm
No. of Bedroom 2 Room
No. of Bathroom : 2 Room
Other :",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Surasak|Sala Daeng|Sathon Toll Plaza|Chan Toll Plaza|River Side Toll Plaza,860 m / 11 minutes by car|1.7 km / 12 minutes by car|1.9 km / 12 minutes by car|2.1 km / 10 minutes by car|2.2 km / 13 minutes by car|2.8 km / 7 minutes by car,"168,459",0,-3.24,4.96,3.73
The Ritz - Carlton Residences at MahaNakhon,"37 Soi Silom 9, Khwaeng Silom, Khet Bang Rak",Sathon,220416667.0,,Bedrooms|Bathrooms|Internal area,3|4|334.86,Floors|Towers|Project Area|Year built,"77|1|14,400 m2|2015","PropertyScout ID 787261
Check all listing details on our website https://propertyscout.co.th/en/78----","Luxury 3-bedroom 4-bathroom Condo unit, sized 334.86 sqm on the 62th Floor with
Breathtaking Views at The Ritz-Carlton Residences by BTS Chong Nonsri",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Chong Nonsi|Sala Daeng|Surasak|Sathon Toll Plaza|Surawong Toll Plaza|Saphan Sawang Toll Plaza,220 m / 3 minutes by foot|1.1 km / 7 minutes by car|1.1 km / 7 minutes by car|1.6 km / 8 minutes by car|1.9 km / 10 minutes by car|2.1 km / 9 minutes by car,"465,446",0,20.24,2.95,4.1
The Rajdamri,"Soi Mahatlek Luang 2, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,9300000.0,75000.0,Bedrooms|Bathrooms|Internal area,2|2|120,Floors|Towers|Project Area|Year built,"29|1|3,744 m2|2009","PropertyScout ID 469360
Check all listing details on our website https://propertyscout.co.th/en/46----","Modern 2-duplex bedroom 2-bathroom condominium from the 26th floor of The
Rajdamri building, in the Pathum Wan district, close to BTS Ratchadamri, perfect
for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|True|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ratchadamri|Chit Lom|Siam|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Saphan Sawang Toll Plaza,170 m / 2 minutes by foot|780 m / 8 minutes by car|1.2 km / 5 minutes by car|1.7 km / 9 minutes by car|2.1 km / 16 minutes by car|3 km / 10 minutes by car,"97,703",0,-6.25,7.31,4.2
The Rajdamri,"Soi Mahatlek Luang 2, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,9300000.0,75000.0,Bedrooms|Bathrooms|Internal area,2|2|120,Floors|Towers|Project Area|Year built,"29|1|3,744 m2|2009","PropertyScout ID 469361
Check all listing details on our website https://propertyscout.co.th/en/46----","Modern 2-bedroom 2-bathroom condominium from the 27th floor of The Rajdamri
building, in the Pathum Wan district, close to BTS Ratchadamri, perfect for an
urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|True|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ratchadamri|Chit Lom|Siam|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Saphan Sawang Toll Plaza,170 m / 2 minutes by foot|780 m / 8 minutes by car|1.2 km / 5 minutes by car|1.7 km / 9 minutes by car|2.1 km / 16 minutes by car|3 km / 10 minutes by car,"97,703",0,-6.25,7.31,4.2
