dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Ideo Mobi Asoke,"19 Phetchaburi Rd, Khwaeng Bang Kapi, Khet Huai Khwang",Watthana,6218165.0,,Bedrooms|Bathrooms|Internal area,1|1|38.42,Floors|Towers|Year built,37|1|2018,"Ideo Mobi Asoke Phetchaburi condo for sale in Bangkok near University, MRT, and Airport Rail Link was built in 2019 by Ananda Development Public Company.
Ananda is one of the top Thai real estate companies, also known as the developer behind Edge Sukhumvit 23, Ideo Sukhumvit 93 Condominium Near Bang Chak BTS, and many other high-quality apartment buildings in Thailand.
This high-rise Bangkok apartment building comprises a single tower, having 507 apartments on 37 floors.
Apartment types in this Bangkok condo for sale","studio - 24 sqm
1 bedroom: 32 to 34 sqm
1 bedroom duplex: 47 sqm
2 bedroom 1 bathroom: 55 sqm
2 bedroom 2 bathroom: 61 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 1 Toll Plaza|Asok 4 Toll Plaza|Asok 3 Toll Plaza|Phraram Kao 9|Phra Ram 9,480 m / 7 minutes by foot|1.1 km / 4 minutes by car|1.1 km / 15 minutes by car|1.3 km / 11 minutes by car|1.4 km / 9 minutes by car|2.2 km / 9 minutes by car,"195,377",0,0.53,3.61,2.26
President Park Sukhumvit 24,"370-709 Soi Sukhumvit 22, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,15000000.0,,Bedrooms|Bathrooms|Internal area,3|3|260,Floors|Towers|Year built,11|1|1996,This large condo in Sukhumvit 24 is available now for sale in President Park condominium in Phrom Phong in Bangkok CBD,"large open space living room
closed kitchen and dining area
3-bedroom
3-bathroom
maids' quarter
area: 260 sqm
high floor: 20+
facing direction: North East
fixed car parking slot
fully furnished
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Khlong Toei|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza,1.2 km / 6 minutes by car|1.3 km / 7 minutes by car|1.4 km / 6 minutes by car|1.5 km / 15 minutes by car|1.6 km / 6 minutes by car|1.7 km / 10 minutes by car,"77,068",0,-1.83,4.05,-2.62
Noble Around 33,"19 Soi Sukhumvit 33, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,8523062.0,,Bedrooms|Bathrooms|Internal area,1|1|58.39,Floors|Towers|Year built,25|1|2020,"Noble Around Sukhumvit 33 luxury Bangkok condo for sale near BTS Phrom Phong was constructed in 2020.
This luxury condominium in Sukhumvit 33 was built by Noble Development PCL","The lower tower also called Noble Around Sukhumvit 33 has 274 units on 25 floors.
The taller neighbor building Noble Be 33 Sukhumvit 33 has 282 condos on 31 floors.
Apartment Types",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Asok|Sukhumvit|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,710 m / 9 minutes by foot|1.3 km / 10 minutes by car|1.4 km / 13 minutes by car|2.7 km / 21 minutes by car|2.7 km / 19 minutes by car|2.8 km / 14 minutes by car,"225,461",0,0.61,3.74,-16.71
Edge Sukhumvit 23,"6 Sukhumvit Road, Khlong Toei Nuea, Watthana",Khlong Toei,9021922.0,,Bedrooms|Bathrooms|Internal area,1|1|52.76,Floors|Towers|Project Area|Year built,"35|1|4,068 m2|2013","Edge Sukhumvit 23 luxury condo for sale in Bangkok near BTS Asoke and MRT Sukhumvit is a new apartment building located in the heart of Bangkok’s happening quarter.
This Sukhumvit condo was designed to enliven the needs of young and restless hyperactive urbanities living life in the fast lane!
Edge Sukhumvit 23 was completed in 2017 by Sansiri PCL, one of Thailand's premier development companies.
This Bangkok condominium comprises one building having 443 apartments on 35 floors.
Facilities at these luxury Bangkok apartments for sale near BTS Asoke
Facilities at this Sukhumvit condominium are most advanced and nicely decorated. They include:","modern style spacious and nicely decorated lobby with reception desk
modern elevator with key-card control
parking in a separate building and easy access from and to the Sukhumvit area
24-hour security with key-card entrance and exit for every floor
CCTV cameras
swimming pool on the 27th floor with an amazing city view
fitness/gym on the 27th floor with a nice city view
roof floor library with windows for panoramic city view
garden with BBQ on the roof floor with a panoramic city view
wi-fi in public areas",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Sukhumvit|Nana|Sukhumvit Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,420 m / 6 minutes by foot|430 m / 5 minutes by foot|1 km / 6 minutes by car|1.7 km / 10 minutes by car|2.2 km / 19 minutes by car|2.2 km / 12 minutes by car,"221,440",0,-2.99,4.34,1.14
Sukhumvit Suite,"21 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,5877663.0,,Bedrooms|Bathrooms|Internal area,1|1|97.73,Floors|Towers|Year built,44|1|1994,"Sukhumvit Suite Sukhumvit 13 condo for sale near BTS Asoke on Sukhumvit 13 was built in 1994.
This Bangkok mix-use complex includes residential apartments, offices, and retail areas located on 44 floors.
The high-rise Bangkok condo for sale includes 558 apartments on 44 floors
Apartment types:","studio: 40 - 55 sqm
1-bedroom: 40 - 80 sqm
2-bedroom: 95 - 200 sqm
3-bedroom: 208 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|True|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Asok 2 Toll Plaza,610 m / 8 minutes by foot|840 m / 7 minutes by car|1.2 km / 6 minutes by car|1.3 km / 10 minutes by car|1.7 km / 14 minutes by car|2 km / 11 minutes by car,"72,194",0,-7.97,4.69,-16.32
The Lofts Asoke,"253 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,11000000.0,,Bedrooms|Bathrooms|Internal area,1|1|50,Floors|Towers|Year built,45|1|2018,"This luxury apartment in Asoke is available now in The Lofts Asoke's trendy condominium near Srinakharinwirot University.
This condo features a luxury design and furniture and will be ideal for a pair or young family looking for a luxury lifestyle and a perfect location in Bangkok's most central area.","1-bedroom
1-bathroom
balcony in the living room
ceilings height: 3.15m
high floor
facing North - to channel
fully and nicely furnished
open and equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-bts,Phetchaburi|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Sukhumvit|Asok 1 Toll Plaza|Nana,210 m / 3 minutes by foot|900 m / 15 minutes by car|910 m / 3 minutes by car|970 m / 8 minutes by car|970 m / 4 minutes by car|1.7 km / 7 minutes by car,"224,835",0,0,4.13,6.18
Ramada Plaza Residence by Siamese Asset,"1448 Soi Sukhumvit 48, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,8079137.0,,Bedrooms|Bathrooms|Internal area,1|1|70.12,Floors|Towers,39|1,"Ramada Plaza Residence Sukhumvit 48 Bangkok condo for sale with a branded management on main Sukhumvit Road near BTS On Nut
This condominium was developed by Siamese Asset in 2020. It was previously known as Siamese Sukhumvit 48.
This Bangkok branded residency was re-branded recently with Ramada Plaza company managing property and hotel units
This Bangkok branded residence comprises 2 buildings, one of them is a hotel and another one is a condominium having 339 apartments on 39 floors.
Apartment types","1 - 3 bedrooms
area: 25 - 195 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,On Nut|Phra Khanong|Phra Khanong Toll Plaza|At Narong 2 Toll Plaza|Bang Chak|At Narong 1 Toll Plaza,440 m / 6 minutes by foot|1.1 km / 3 minutes by car|1.2 km / 6 minutes by car|1.4 km / 13 minutes by car|1.5 km / 4 minutes by car|1.5 km / 13 minutes by car,"119,887",0,-29.58,4.66,-17.52
Circle Sukhumvit 11,"Sukhumvit 11, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,7350000.0,,Bedrooms|Bathrooms|Internal area,1|1|46.07,Floors|Towers|Project Area|Year built,"34|1|2,904 m2|2015",This new condo for sale for the under-market price is available now in Circle Sukhumvit 11 luxury condominium,"brand new condo: directly from the developer
1-bedroom
1-bathroom
balcony
area: 46.07 sqm
mid-floor: 10+
car parking slot
fully furnished
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway,Nana|Sukhumvit Toll Plaza|Phloen Chit|Phetchaburi Toll Plaza|Phetchaburi|Asok 2 Toll Plaza,810 m / 11 minutes by car|990 m / 6 minutes by car|1.1 km / 8 minutes by car|1.1 km / 14 minutes by car|1.7 km / 9 minutes by car|2.3 km / 11 minutes by car,"180,591",0,-3.18,5.01,58.07
CitiSmart Sukhumvit 18,"Soi Sukhumvit 18, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,11000000.0,,Bedrooms|Bathrooms|Internal area,2|2|75,Floors|Towers|Year built,21|1|2005,This condo in Sukhumvit 18 with 2 bedrooms is available on a mid-floor at CitiSmart condominium,"price was reduced for this Bangkok condo
2-bedroom
2-bathroom
2 balconies:
mid-floor (10 or higher)
area: 75 sqm
facing direction: North-West
car parking slot: fixed
fully furnished
equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-bts|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Sukhumvit|Phrom Phong|Sukhumvit Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,390 m / 5 minutes by foot|530 m / 7 minutes by foot|980 m / 6 minutes by car|1.7 km / 8 minutes by car|3.1 km / 9 minutes by car|3.2 km / 13 minutes by car,"148,877",0,0.47,4.55,4.83
Aguston Sukhumvit 22,"150/1 สุขุมวิท Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,12000000.0,,Bedrooms|Bathrooms|Internal area,2|2|85,Floors|Towers|Project Area|Year built,"24|2|5,200 m2|2009",This pet-friendly condo on Sukhumvit 22 with 2 bedrooms is available now on a mid-floor in Aguston condominium,"the price for this pet-friendly condo was reduced recently for a faster sale
good-sized condo located in Tower A
2 bedroom
2 bathroom
1 balcony
facing direction: East
1 car parking slot
mid floor: 10+
area: 85 sqm
fully furnished
fully equipped kitchen with electric appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Khlong Toei|Tha Ruea 2 Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,1.4 km / 7 minutes by car|1.7 km / 8 minutes by car|1.8 km / 16 minutes by car|1.9 km / 8 minutes by car|2 km / 11 minutes by car|2 km / 17 minutes by car,"151,925",0,-4.7,4.54,0.17
XT Ekkamai,"257/2 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,5821016.0,,Bedrooms|Bathrooms|Internal area,1|1|44.35,Floors|Towers|Year built,38|1|2020,"XT Ekkamai Sukhumvit 63 is a new condo for sale in Bangkok with luxury facilities that was built in 2020 by Sansiri PCL.
Sansiri is also the developer behind The Monument Thong Lo,  Baan Siri 31, Siri Residence Sukhumvit 24, and many other popular condominiums.
XT Ekkamai Sukhumvit 63 condo for sale in Bangkok comprises 1 building, having 537 apartments on 38 floors. Total project area - appx. 3,200 m2
Apartment types in this new Bangkok condo for sale","1-bedroom 1-bathroom: 29.75 – 38 sqm
2-bedroom 2-bathroom: 45 -57 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Ekkamai|Thong Lo|Phatthanakan 1 Toll Plaza|Phatthanakan 2 Toll Plaza|Phrom Phong|Ramkhamhaeng Toll Plaza,1.7 km / 12 minutes by car|2 km / 7 minutes by car|2.5 km / 9 minutes by car|2.6 km / 8 minutes by car|3 km / 16 minutes by car|3.1 km / 18 minutes by car,"156,820",0,-26.74,4.45,7.99
