dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
CitiSmart Sukhumvit 18,"Soi Sukhumvit 18, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,12000000.0,,Bedrooms|Bathrooms|Internal area,2|2|88,Floors|Towers|Year built,21|1|2005,This 2-bedroom apartment in Sukhumvit 18 is available now in CitiSmart condominium near BTS Asoke,"this nice and clean 2-bedroom apartment was recently renovated
2-bedroom
2-bathroom
2 balconies
low floor: 10-
larger unit: 88 sqm
facing direction:  North
have 1 parking slot (not fixed)
fully and nicely furnished
equipped kitchen with all electrical appliances, including refrigerator, washing machine, and microwave
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-bts|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Sukhumvit|Phrom Phong|Sukhumvit Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,390 m / 5 minutes by foot|530 m / 7 minutes by foot|980 m / 6 minutes by car|1.7 km / 8 minutes by car|3.1 km / 9 minutes by car|3.2 km / 13 minutes by car,"148,877",0,0.47,4.55,4.83
The Address Asoke,"Phetchaburi Road, Khwaeng Makkasan, Khet Ratchathewi",Watthana,7200000.0,,Bedrooms|Bathrooms|Internal area,1|1|46.5,Floors|Towers|Project Area|Year built,"44|1|6,308 m2|2012",This 1-bedroom near Asoke Phetchaburi junction is available now,"1-bedroom
1-bathroom
1 balcony
area: 46.5 sqqm
high floor - 25+
Jacuzzi in bathroom
fully furnished, built-in closet
fully equipped kitchen, washing machine, 2 flat TVs
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt,Phetchaburi|Asok 2 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza|Phraram Kao 9|Phra Ram 9,220 m / 3 minutes by foot|800 m / 2 minutes by car|820 m / 14 minutes by car|890 m / 4 minutes by car|1.1 km / 8 minutes by car|1.2 km / 8 minutes by car,"156,451",0,-0.38,4.48,5.99
Le Raffine Sukhumvit 24,"53, 2 Sukhumvit 24 Alley, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,58500000.0,,Bedrooms|Bathrooms|Internal area,3|3|370,Floors|Towers|Project Area|Year built,"30|1|3,200 m2|2005",This large duplex with a private pool on the balcony is available now in Le Raffine Sukhumvit 24 condominium near BTS Phrom Phong,"well-sized living room with access to the huge balcony with a private swimming pool
3-bedroom
3-bathroom
maids' quarter
stock room
mid-high floor
facing direction: West with an unblocked view of Bangkok
separated and equipped kitchen
fully furnished
full set of electrical appliances
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Phrom Phong|Thong Lo|Thong Lo|Queen Sirikit National Convention Centre|Queen Sirikit National Convention Centre||||||,760 m / 3 minutes by car|760 m / 3 minutes by car|1.9 km / 7 minutes by car|1.9 km / 7 minutes by car|1.9 km / 8 minutes by car|1.9 km / 8 minutes by car||||||,"155,555",0,-7,2.71,-1.4
Noble Remix,"772 Sukhumvit Rd, Khlong Tan Nuea, Khet Khlong Toei",Khlong Toei,14000000.0,,Bedrooms|Bathrooms|Internal area,2|2|83,Floors|Towers|Project Area|Year built,"33|1|8,008 m2|2008",This 2-bedroom condo near BTS Thonglor is available in Noble Remix,"2-bedroom
2-bathroom
balcony
fixed parking slot
area: 83 sqm
high floor: 30+
facing direction: North
nice and comfortable layout, have a working corner
fully furnished
fully equipped kitchen
washing machine
flat TV",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|True|True|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Phrom Phong|Ekkamai|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,280 m / 4 minutes by foot|1.1 km / 7 minutes by car|1.1 km / 8 minutes by car|2.8 km / 10 minutes by car|3.2 km / 11 minutes by car|3.3 km / 12 minutes by car,"165,459",0,-0.58,3.94,-6.54
Monterey Place,"464 Soi, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,7914478.0,,Bedrooms|Bathrooms|Internal area,1|1|114.83,Floors|Towers|Year built,25|1|1995,"Monterey Place Bangkok condo on Sukhumvit 16 for sale near MRT Queen Sirikit was built in 1995.
This Bangkok condo for sale comprises a single building, having 196 units on 25 floors.
Developer: Capital G Development.
This older Bangkok apartment is located near MRT Queen Sirikit station. Most apartments feature a nice park view. Tenants of this apartment are mostly Thais and Western tenants, that prefer a quieter location in Bangkok's Central Business District. Several new developments near Monterey Place indicate the growing potential of the place. People living in Monterey place mostly work in nearby office buildings in Asoke and Sukhumvit areas.
Apartment types","unit types: 1- to 3-bedroom
unit sizes: 54 to 170 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Queen Sirikit National Convention Centre|Khlong Toei|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza|Phrom Phong|Tha Ruea 1 Toll Plaza,1.1 km / 8 minutes by car|1.3 km / 17 minutes by car|1.5 km / 17 minutes by car|1.5 km / 12 minutes by car|1.8 km / 10 minutes by car|2.1 km / 9 minutes by car,"90,260",0,-11.44,4.96,-12.85
Baan Siri 24,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,10000000.0,,Bedrooms|Bathrooms|Internal area,1|1|59.8,Floors|Towers|Project Area|Year built,"34|1|3,256 m2|2007",This 1-bedroom condo near Emporium on Sukhumvit 24 is available on a mid-floor at Baan Siri 24 Phrom Phong condominium,"1-bedroom
1-bathroom
balcony
area: 59.80 sqm
mid-floor: 10+
facing direction: North with unblocked view
fully furnished
separated and fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza,580 m / 7 minutes by foot|1.6 km / 8 minutes by car|2 km / 10 minutes by car|2 km / 8 minutes by car|2.2 km / 9 minutes by car|2.3 km / 12 minutes by car,"180,328",0,-2.21,3.85,18.16
Grand Park View Asoke,"189/438, อาคารแกรนด์ พาร์ควิว อโศก ชั้น 29, ถนนสุขุมวิท 21, แขวงคลองเตยเหนือ เขตวัฒนา",Watthana,7000000.0,,Bedrooms|Bathrooms|Internal area,2|1|58,Floors|Towers|Project Area|Year built,"32|1|5,520 m2|2005",This affordable 2-bedroom condo in Asoke is available now at a good price in Grand Park View Asoke condominium near Srinakharinwirot University,"2 bedroom
1 bathroom
1 balcony
Facing - West
1 parking place
58 Sq M
High floor (25+)
Fully furnished
Electrical appliances - flat TV, refrigerator, microwave
Foreign freehold quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-mrt|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phetchaburi|Sukhumvit|Asok|Asok 1 Toll Plaza|Asok 4 Toll Plaza|Asok 2 Toll Plaza,610 m / 7 minutes by foot|750 m / 9 minutes by foot|1 km / 9 minutes by car|1.4 km / 5 minutes by car|1.4 km / 14 minutes by car|1.5 km / 4 minutes by car,"127,976",0,0.44,3.93,-9.89
Lake Green,"93 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,15930717.0,,Bedrooms|Bathrooms|Internal area,1|1|168.06,Floors|Towers|Project Area|Year built,27|1|363 m2|1997,"Lake Green Sukhumvit 8 Nana condo for sale near Banjakitti Park is a high-rise building located in the heart of Bangkok's tourist and business district.
Lake Green Bangkok condo was constructed in 1997. It comprises a single building, having 68 condos on 27 floors.
This Bangkok apartment is surrounded by endless shopping and entertainment spots and destinations, as well as hotels and office buildings. This location is very convenient for people living and working in the Sukhumvit area in Asoke or Nana.
Apartment types","unit types: 2-3 bedrooms
unit size: 129-400 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit Toll Plaza|Sukhumvit|Rama 4-2 Toll Plaza|Rama 4-1 Toll Plaza,700 m / 8 minutes by foot|1.2 km / 9 minutes by car|1.4 km / 8 minutes by car|1.5 km / 8 minutes by car|3.6 km / 16 minutes by car|3.6 km / 15 minutes by car,"105,833",0,-11.89,3.89,-8.29
RHYTHM Ekkamai,"50/2 Soi Sukhumvit 63 Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Watthana,7400000.0,,Bedrooms|Bathrooms|Internal area,1|1|35,Floors|Towers|Year built,32|1|2018,This modern Bangkok condo  is available near Ekkamai BTS at Rhythm Ekkamai luxury condominium at Sukhumvit 63,"this modern apartment is for sale with a rental tenant - immediate rental income for investors.
1 bathroom
balcony
area: 35 sqm
high floor: 20+
facing direction: North
fully furnished - modern style
full set of electrical appliances including flat TV, refrigerator, washing machine, microwave",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phra Khanong|At Narong Toll Plaza|Phra Khanong Toll Plaza|At Narong 2 Toll Plaza,430 m / 6 minutes by foot|1.1 km / 3 minutes by car|1.2 km / 4 minutes by car|2.3 km / 9 minutes by car|2.8 km / 7 minutes by car|2.9 km / 16 minutes by car,"217,476",0,-0.09,4.51,-1.68
Richmond Palace,"Soi Ban Don, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,29000000.0,,Bedrooms|Bathrooms|Internal area,4|4|290.55,Floors|Towers|Year built,23|1|1994,This large condo requires renovation and it's available now in Richmond Palace Sukhumvit 43 condominium near BTS Phrom Phong,"this condo features a spacious living room
4-bedroom
4-bathroom
maids' quarter
2 fixed car parking lots
long balcony
high floor: 15+
facing direction: South-West with a very nice unblocked view of Bangkok
unfurnished and renovation is required
some electrical appliances are available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Sukhumvit|At Narong Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,950 m / 6 minutes by car|1.2 km / 7 minutes by car|2.4 km / 14 minutes by car|3.7 km / 13 minutes by car|4.2 km / 21 minutes by car|4.2 km / 19 minutes by car,"109,803",0,1.77,4.61,16.25
33 Tower,"Soi Daeng Udom, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,15000000.0,,Bedrooms|Bathrooms|Internal area,2|2|206,Floors|Towers|Year built,28|1|1996,This large condo in Sukhumvit 33 in 33 Tower condominium is available now,"condo features a large living area
2-bedroom
2-bathroom
2 balconies
maid's quarter
 mid floor: 10+
facing direction: South and East
car parking slot
fully furnished
separated and fully equipped kitchen
full set of electrical appliances",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|True|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Asok|Sukhumvit|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,800 m / 10 minutes by foot|1.4 km / 9 minutes by car|1.5 km / 12 minutes by car|2.8 km / 19 minutes by car|2.8 km / 19 minutes by car|2.9 km / 13 minutes by car,"77,143",0,-2.22,3.78,5.65
