dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
LIV@49,"9 Klang Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,12500000.0,50000.0,Bedrooms|Bathrooms|Internal area,2|2|76.22,Floors|Towers|Project Area|Year built,"8|2|3,092 m2|2016","PropertyScout ID 468390
Check all listing details on our website https://propertyscout.co.th/en/46----","Modern 2-bedroom 2-bathroom condominium from the 7th floor of The LIV@49
building, in the Watthana district, close to BTS Thong Lor, perfect for an urban
lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|True|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Phrom Phong|Ekkamai|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,700 m / 9 minutes by foot|990 m / 9 minutes by car|1.6 km / 8 minutes by car|3.3 km / 11 minutes by car|3.4 km / 13 minutes by car|3.5 km / 13 minutes by car,"180,473",0,-0.17,4.91,5.87
Rhythm Sathorn,"143 Thanon Sathon Tai, Khwaeng Yan Nawa, Khet Sathon",Sathon,9072000.0,25000.0,Bedrooms|Bathrooms|Internal area,1|1|38,Floors|Towers|Project Area|Year built,"37|2|7,166 m2|2014","PropertyScout ID 681115
Check all listing details on our website https://propertyscout.co.th/en/68----","Luxury 1-bedroom 1-bathroom Condo unit, sized 38sqm on the 30th Floor with
Breathtaking Views at RHYTHM Sathon by BTS Saphan Taksin",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts,Surasak|Sathon Toll Plaza|Saphan Taksin|Surawong Toll Plaza|Chan Toll Plaza|Chong Nonsi,560 m / 7 minutes by foot|620 m / 8 minutes by foot|770 m / 9 minutes by foot|1.4 km / 6 minutes by car|1.4 km / 8 minutes by car|1.8 km / 11 minutes by car,"167,044",0,9.15,3.91,1.3
The Emporio Place,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,8200000.0,,Bedrooms|Bathrooms|Internal area,1|1|49,Floors|Towers|Project Area|Year built,"42|3|9,048 m2|2010","PropertyScout ID 565544
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 49
squaremeters, located on the 21st floor of the The Emporio Place Sukhumvit 24
building, in the popular Khlong Toei district near MRT Queen Sirikit. Please
contact us to schedule a viewing.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza|Thong Lo,860 m / 4 minutes by car|1.6 km / 8 minutes by car|1.7 km / 7 minutes by car|1.8 km / 7 minutes by car|1.9 km / 10 minutes by car|2.1 km / 9 minutes by car,"193,647",0,3.75,4.23,6.23
Park Origin Phromphong,"70 อาคาร 4 Sukhumvit 24 Alley, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,15450000.0,35000.0,Bedrooms|Bathrooms|Internal area,2|2|57.1,Floors|Towers|Project Area,"51|2|8,328 m2","PropertyScout ID 530527
Check all listing details on our website https://propertyscout.co.th/en/53----","Modern 2-bedroom 2-bathroom condominium from the 36th floor of Park Origin
Phromphong building, in the Khlong Toei district, close to BTS Phrom Phong,
perfect for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Asok|Queen Sirikit National Convention Centre|Rama 4-1 Toll Plaza|Tha Ruea 2 Toll Plaza|Rama 4-2 Toll Plaza,1.4 km / 5 minutes by car|1.6 km / 5 minutes by car|1.6 km / 8 minutes by car|2.2 km / 10 minutes by car|2.2 km / 7 minutes by car|2.7 km / 14 minutes by car,"241,210",9.25,4.46,4.55,20.11
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,29000000.0,,Bedrooms|Bathrooms|Internal area,3|3|137,Floors|Towers|Project Area|Year built,"74|2|20,564 m2|2010","PropertyScout ID 621350
Check all listing details on our website https://propertyscout.co.th/en/62----","Modern 3-bedroom 3-bathroom condominium of The River building, in the Khlong San
district, close to BTS Saphan Taksin, perfect for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|True|True|True,marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway,Surawong Toll Plaza|Surasak|Sathon Toll Plaza|Krung Thon Buri|Saphan Taksin|Chan Toll Plaza,1.5 km / 6 minutes by car|1.6 km / 5 minutes by car|1.7 km / 9 minutes by car|1.8 km / 5 minutes by car|2 km / 10 minutes by car|2.5 km / 12 minutes by car,"286,344",27.79,28.01,2.22,-10.79
Kraam Sukhumvit 26,"30 Soi Sukhumvit 26, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,56500000.0,,Bedrooms|Bathrooms|Internal area,3|3|174,Floors|Towers|Project Area|Year built,"29|1|3,164 m2|2019",New Combined units,"KRAAM is more than a condominium. Designed with the functionality and efficiency of a house,
it brings out the essence of household living in a neighborhood held in high esteem for decades.
KRAAM offers a complete living experience, curated for family life and providing future generations with a place to call home.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Queen Sirikit National Convention Centre|At Narong Toll Plaza,560 m / 7 minutes by foot|1.4 km / 8 minutes by car|2.1 km / 11 minutes by car|2.2 km / 11 minutes by car|2.4 km / 12 minutes by car|2.8 km / 11 minutes by car,"308,869",0,2.47,3,-19.81
HQ by Sansiri,"Thong Lo 6, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,17500000.0,65000.0,Bedrooms|Bathrooms|Internal area,2|2|75,Floors|Towers|Project Area|Year built,"36|1|3,032 m2|2014","PropertyScout ID 517363
Check all listing details on our website https://propertyscout.co.th/en/51----","Modern 2-bedroom 2-bathroom condominium on the 10th floor of The HQ Thonglor
building, in the Watthana district, close to BTS Thong Lor, perfect for an urban
lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|Phatthanakan 1 Toll Plaza|At Narong Toll Plaza|Phra Khanong Toll Plaza,920 m / 4 minutes by car|1.6 km / 8 minutes by car|2 km / 8 minutes by car|3.2 km / 12 minutes by car|3.2 km / 11 minutes by car|4 km / 11 minutes by car,"246,167",0,-2.52,4.28,3.41
Life One Wireless,"1 Witthayu Rd, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,4742000.0,15000.0,Bedrooms|Bathrooms|Internal area,1|1|28.29,Floors|Towers|Year built,43|1|2020,"PropertyScout ID 491695
Check all listing details on our website https://propertyscout.co.th/en/49----","Modern 1-studio 1-bathroom condominium from the 19th floor of Life One Wireless
building, in the international Pathum Wan district, close to BTS Phloen Chit ,
perfect for an urban lifestyle.",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway,Phetchaburi Toll Plaza|Phloen Chit|Chit Lom|Sukhumvit Toll Plaza|Nana|Asok 2 Toll Plaza,350 m / 4 minutes by foot|660 m / 8 minutes by foot|1.1 km / 3 minutes by car|1.4 km / 6 minutes by car|1.5 km / 10 minutes by car|2.5 km / 5 minutes by car,"185,423",0,6.6,4.28,-0.9
,,Watthana,16000000.0,50000.0,Bedrooms|Bathrooms|Internal area,2|3|156,,,"PropertyScout ID 890109
Check all listing details on our website https://propertyscout.co.th/en/89----","Modern 2-bedroom 3-bathroom Condo unit, sized  sqm on the 4th Floor with
Breathtaking Views at The Waterford Park by BTS Thong Lor",,,,,,,,,,
U Delight @ Bangson Station,"1298 Thanon Krungthep-Nonthaburi, Khwaeng Bang Sue, Khet Bang Sue",Bang Sue,2700000.0,,Bedrooms|Bathrooms|Internal area,1|1|31,Floors|Towers|Year built,26|1|2015,"Project : U Delight @ Bangson Station
Location area: , Bang Sue , Bang Su , Bangkok 10800
GPS : https://goo.gl/maps/jQPEomr7tpsUD----
Station : MRT-Bang Son
Listing ID : CX-52932
FOR SELL : 2,700,000 ฿","Property type : condo
No of floors : 26
Floor : 26
Usable area : 31 sqm
No. of Bedroom 1 Room
No. of Bathroom : 1 Room
Other :",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|True,marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-mrt|marker marker-mrt|marker marker-expressway,Ratchadaphisek Toll Plaza|Prachachuen 1 Toll Plaza|Bang Sue|Kamphaeng Phet|Chatuchak Park|Bang Sue Toll Plaza,2.2 km / 10 minutes by car|2.8 km / 11 minutes by car|3.8 km / 10 minutes by car|4 km / 12 minutes by car|5 km / 14 minutes by car|5.6 km / 13 minutes by car,"83,333",0,-8.78,4.46,1.64
