dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Noble Remix,"772 Sukhumvit Rd, Khlong Tan Nuea, Khet Khlong Toei",Khlong Toei,10000000.0,,Bedrooms|Bathrooms|Internal area,1|1|80,Floors|Towers|Project Area|Year built,"33|1|8,008 m2|2008",This duplex condo with a garden access is available now in Noble Remix condominium near BTS Thonglor,"this Bangkok condo features a large living room on the first floor
1 bedroom and 1 bathroom on the second floor
balcony with a garden access
stock room
area: 80 sqm
low floor: 10-
this duplex condo is fully furnished
open and fully equipped kitchen
full set of electrical appliances
foreign freehold quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|True|True|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Phrom Phong|Ekkamai|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,280 m / 4 minutes by foot|1.1 km / 7 minutes by car|1.1 km / 8 minutes by car|2.8 km / 10 minutes by car|3.2 km / 11 minutes by car|3.3 km / 12 minutes by car,"165,459",0,-0.58,3.94,-6.54
Aguston Sukhumvit 22,"150/1 สุขุมวิท Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,7900000.0,,Bedrooms|Bathrooms|Internal area,1|1|56,Floors|Towers|Project Area|Year built,"24|2|5,200 m2|2009",This flat on Sukhumvit 22 is available on a high floor at Aguston condominium,"this condo is a corner unit
1-bedroom
1-bathroom
1 balcony
pet-friendly condominium
facing direction: North with a nice unblocked view
1 parking slot
high floor: 20+
large area: 56 sqm
fully furnished: modern style
fully equipped kitchen: built-in refrigerator
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Khlong Toei|Tha Ruea 2 Toll Plaza|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza,1.4 km / 7 minutes by car|1.7 km / 8 minutes by car|1.8 km / 16 minutes by car|1.9 km / 8 minutes by car|2 km / 11 minutes by car|2 km / 17 minutes by car,"151,925",0,-4.7,4.54,0.17
C Ekkamai,"624/8 ถนน สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,8250000.0,,Bedrooms|Bathrooms|Internal area,2|2|65.51,Floors|Towers|Year built,44|1|2019,This modern condo in Ekkamai is available now in C Ekkamai new condominium,"this new Bangkok condo features an unblocked view
this condo in Ekkamai is decorated with modern design
2-bedroom
2-bathroom
long balcony
area: 65.51 sqm
new and well-maintained Bangkok condo
fully furnished with a built-in wardrobe
kitchen is separated by a sliding glass wall
refrigerator and microwave
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-bts|marker marker-bts,Ramkhamhaeng Toll Plaza|Rama 9-1 Toll Plaza Chalong Rat|Rama 9-1 Toll Plaza Si Rat|Ekkamai|Thong Lo|Phrom Phong,1.9 km / 24 minutes by car|1.9 km / 21 minutes by car|1.9 km / 13 minutes by car|2.4 km / 14 minutes by car|2.7 km / 11 minutes by car|3.3 km / 15 minutes by car,"144,968",0,0.7,4.43,-4.97
The ESSE Asoke,"48/1 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10500000.0,,Bedrooms|Bathrooms|Internal area,1|1|44.19,Floors|Towers|Project Area|Year built,"55|1|3,674 m2|2018",This 1-bedroom flat in Bangkok Asoke is available now on a mid-floor of The Esse Asoke luxury Bangkok condominium,"this Bangkok flat features a nice view and luxury interior
1-bedroom
1-bathroom
area: 44.19 sqm
balcony
facing direction:  North-West
mid floor: 10+
fully furnished
open kitchen, partially equipped
electrical appliances: washing machine, refrigerator, and microwave
foreign freehold quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Phetchaburi|Asok|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,540 m / 7 minutes by foot|630 m / 8 minutes by foot|890 m / 4 minutes by car|1.3 km / 17 minutes by car|1.3 km / 5 minutes by car|1.4 km / 6 minutes by car,"259,459",-8.57,-5.98,4.3,3.68
Bright Sukhumvit 24,"85 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,42750000.0,,Bedrooms|Bathrooms|Internal area,3|3|189.39,Floors|Towers|Project Area|Year built,"36|2|7,569 m2|2011",This new duplex condo on Sukhumvit 24 with 3 bedrooms is available on a high floor at a Bright luxury condominium in Phrom Phong,"this is a very new condo - nobody lived before
this condo is a duplex - on 2 floors
3-bedroom
3-bathroom
2 balconies
very high floor: 30+
facing direction: East
fixed car parking slot
fully furnished: all new furniture
open & equipped kitchen
full set of electrical appliances
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Thong Lo|Rama 4-1 Toll Plaza,850 m / 4 minutes by car|1.7 km / 9 minutes by car|1.8 km / 8 minutes by car|1.9 km / 9 minutes by car|2 km / 10 minutes by car|2.1 km / 12 minutes by car,"202,173",0,1.5,3.93,2.64
Noble Recole,"77 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,14900000.0,,Bedrooms|Bathrooms|Internal area,2|2|62,Floors|Towers|Project Area|Year built,"28|1|2,512 m2|2018",This condo with 2 bedrooms in Asoke is available now in luxury Noble Recole condominium on Sukhumvit 23,"this is a new condo: that was built in 2019
corner unit
2-bedroom
2-bathroom
3 balconies
area: 62 sqm
2 car parking slots
low floor: 10-
facing direction: North with a nice greenery view
fully furnished
fully equipped kitchen
full set of electrical appliances
foreigner freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Sukhumvit Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,730 m / 9 minutes by foot|810 m / 4 minutes by car|1 km / 5 minutes by car|1.8 km / 12 minutes by car|1.8 km / 4 minutes by car|2.7 km / 6 minutes by car,"223,054",0,0.06,3.81,1.43
Tai Ping Towers,"Soi Prasoet Di, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,9796346.0,,Bedrooms|Bathrooms|Internal area,1|1|228.35,Floors|Towers|Project Area|Year built,"33|2|11,200 m2|1981","Tai Ping Towers Sukhumvit 63 condo for sale in Ekkamai in Bangkok is a high-rise apartment project that was built in 1981.
Tai Ping Towers comprises 2 buildings of 33 floors. There are 300 apartments in this condominium. Total project area - 11,200 m2
Apartment types in this Bangkok apartment","2-bedroom: 100-130 sqm
3-bedroom: 130 - 250 sqm
4-bedroom: 230 - 400 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|True|False,marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts,Ekkamai|Ramkhamhaeng Toll Plaza|Phatthanakan 2 Toll Plaza|Thong Lo|Phatthanakan 1 Toll Plaza|Phrom Phong,2.2 km / 13 minutes by car|2.2 km / 16 minutes by car|2.3 km / 7 minutes by car|2.5 km / 9 minutes by car|2.6 km / 8 minutes by car|3.2 km / 14 minutes by car,"67,542",0,6.86,4.32,-2.41
,,Watthana,8800000.0,,Bedrooms|Bathrooms|Internal area,2|2|63.84,,,This pet-friendly condo on Sukhumvit 39 is available for sale in Maestro 39 condominium,"this Bangkok condo is a corner unit
2-bedroom
2-bathroom: one is good-sized
balcony
area: 63.84 sqm
low floor: low-rise building
2 car parking lots
facing direction: West with sunset views of Phrom Phong
fully furnished
open and fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available",,,,,,,,,,
Rhythm Sukhumvit 36 - 38,"24 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,7131515.0,,Bedrooms|Bathrooms|Internal area,1|1|55.09,Floors|Towers|Project Area|Year built,"25|1|4,305 m2|2017","Rhythm Sukhumvit 36-38 condo for sale in Bangkok near BTS Thonglor was developed by AP Thailand PCL in 2017.
This luxury Bangkok condo for sale comprises a single building, having 496 apartments on 26 floors.
AP Thailand is also known as a developer behind Rhythm Asoke, CitiSmart Sukhumvit 18, and many other condominiums in Bangkok.
Facilities at Rhythm Sukhumvit 36-38 Thonglor condo for sale in Bangkok
Facilities at Rhythm Sukhumvit 36-38 include:","lobby
elevator
parking
24-hours security and 24/7 security guards and reception desk
key card with access to a specific floor
CCTV
swimming pool
gym room
garden
playground/kids' area
sauna",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|False|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Thong Lo|Ekkamai|Phrom Phong|At Narong Toll Plaza|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza,510 m / 6 minutes by foot|1.4 km / 8 minutes by car|1.4 km / 6 minutes by car|2.4 km / 9 minutes by car|2.6 km / 11 minutes by car|2.8 km / 11 minutes by car,"194,992",0,-1.75,3.51,-17.37
The Emporio Place,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,16000000.0,,Bedrooms|Bathrooms|Internal area,1|1|90,Floors|Towers|Project Area|Year built,"42|3|9,048 m2|2010",This Bangkok duplex loft style is available now in The Emporio Place luxury condominium on Sukhumvit 24,"this Bangkok condo is a duplex (2 floors)
larger living room
bedroom on the second floor
large bathroom - recently renovated
balcony
large storage room
area: 90 sqm
this Bangkok condo is well maintained
fully furnished and decorated loft industrial style
fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza|Thong Lo,860 m / 4 minutes by car|1.6 km / 8 minutes by car|1.7 km / 7 minutes by car|1.8 km / 7 minutes by car|1.9 km / 10 minutes by car|2.1 km / 9 minutes by car,"193,647",0,3.75,4.23,6.23
