dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Noble BE19,"65 Sukhumvit Soi 15, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,8897155.0,,Bedrooms|Bathrooms|Internal area,1|1|50.93,Floors|Towers|Project Area|Year built,"48|2|5,980 m2|2020","Noble BE19 Sukhumvit 19 Asoke luxury Bangkok condo for sale near BTS Asoke was developed by Noble Development in 2020.
A peerless location near BTS Asoke and MRT Sukhumvit stations. Flawless facilities to keep your life firing smoothly. Nowhere else on Asoke connects with life so seamlessly.
Two Eye-Catching Buildings, 48, and 27 stories. Timeless, Modern Architecture. Let nothing interrupt your rhythms of happiness and relaxation with spacious, airy rooms with 3-meter high ceilings.","Tower A: 48 Storey
Tower B: 27 Storey",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|False,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Asok|Nana|Sukhumvit|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Asok 2 Toll Plaza,730 m / 9 minutes by foot|760 m / 9 minutes by foot|790 m / 10 minutes by foot|1.4 km / 10 minutes by car|1.9 km / 12 minutes by car|2 km / 9 minutes by car,"200,114",0,-6.49,4.14,10.05
Circle Condominium,"1674 Phetchaburi 36 Alley, Thanon Phetchaburi, Khet Ratchathewi",Watthana,5589502.0,,Bedrooms|Bathrooms|Internal area,1|1|68.9,Floors|Towers|Project Area,"43|2|8,012 m2","Circle Condominium Phetchaburi in Bangkok near Bumrungrad Hospital was developed in 2011 by Fragrant Property PCL.
This Bangkok condo for sale comprises 2 buildings of 43 floors and includes 917 units. Project area - 8,012 sqm.
Circle Condominium Phetchaburi is a trendy project for foreign tenants that prefer to stay in proximity to Asoke and Phetchaburi office building, Bumrungrad International Hospital, Makkasan Airport Link station, and to Nana entertainment area.
Most of the tenants of these Bangkok apartments for sale are Thais and people from Western countries that work in Asok, Nana, and Phetchaburi area and need to travel a lot.
Rich Facilities at this Bangkok condo for sale near Bumrungrad Hospital","Free shuttle bus to BTS/MRT!
gym
swimming pool
security
CCTV
garden
elevator
parking
restaurant on-premises
convenient store on-premises
spa on-premises",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|False|True,marker marker-expressway|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-bts,Phetchaburi Toll Plaza|Phetchaburi|Nana|Sukhumvit Toll Plaza|Asok 2 Toll Plaza|Phloen Chit,680 m / 9 minutes by foot|920 m / 3 minutes by car|1.4 km / 7 minutes by car|1.5 km / 7 minutes by car|1.5 km / 3 minutes by car|1.5 km / 4 minutes by car,"111,804",0,-1.77,4.51,-3.89
Circle Sukhumvit 11,"Sukhumvit 11, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,9824734.0,,Bedrooms|Bathrooms|Internal area,1|1|88.01,Floors|Towers|Project Area|Year built,"34|1|2,904 m2|2015","Circle Sukhumvit 11 Nana luxury Bangkok condo for sale was built in 2019 by Fragrant Property PCL
Fragrant is also known as a developer behind Circle Condominium near Makkasan Airport Rail Link, Circle Living Prototype Condominium Near Makkasan Airport Rail Link, Circle Rein Condominium at Sukhumvit 12, Circle S Sukhumvit 12 - Low-Rise Condominium near BTS Asoke, and other.
Designed to encompass the essence of modern-day living and boast the only residence in Thailand that an en-suite sky garage accessed by a private car elevator, Circle Sukhumvit 11 is a freehold, luxury residential tower comprising 36 floors, 219 units, and sweeping views of Bangkok’s Sukhumvit city skyline. The project has been designed and decorated under the concept of eco-luxury living, streamlining the best in hotel-inspired living with convenience and function to provide the ultimate in luxury modern living.
Facilities at Circle Sukhumvit 11 luxury Bangkok condo in Nana
Offering a new paradigm in modern-day living, Circle Sukhumvit 11 features over 4 floors and 900 square meters of facilities, while incorporating the very best in design and function. All-inclusive with temperature-controlled walkways, an elevated garden, private screening rooms, a swimming pool complete with an underwater aqua sonic sound system, a private spa that allows residents to rejuvenate in signature treatments, and automated parking systems inspired by the world’s leading cities in smart home technology. Whether it's work or play, Circle Sukhumvit 11 provides a sanctuary to unwind in the heart of Bangkok.",,Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-mrt|marker marker-expressway,Nana|Sukhumvit Toll Plaza|Phloen Chit|Phetchaburi Toll Plaza|Phetchaburi|Asok 2 Toll Plaza,810 m / 11 minutes by car|990 m / 6 minutes by car|1.1 km / 8 minutes by car|1.1 km / 14 minutes by car|1.7 km / 9 minutes by car|2.3 km / 11 minutes by car,"180,591",0,-3.18,5.01,58.07
The Address Chidlom,"Soi Som Khit, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,9395792.0,,Bedrooms|Bathrooms|Internal area,1|1|74.93,Floors|Towers|Project Area|Year built,"22|2|7,320 m2|2009","The Address Chidlom is a luxury condo for sale with 2 towers of 24 and 22 floors respectively.
The Address Chidlom condominium was completed in 2009 by AP Thai - Asian Property Development Public Company that is also the developer behind The Address Asoke, Rhythm Asoke, Rhythm Sukhumvit 42, and many others.
Facilities at The Address Chidlom condo for sale in Bangkok CBD
Facilities at The Address Chidlom condominium include:","elevators
parking slots
24-hours security and 24/7 security guards and reception desk
key card with access to specific floor
CCTV
swimming pool
sauna
gym room
garden / bbq
playground/kid's area
library / function room
laundry service
Wi-Fi in the public area
free shuttle bus and tuk-tuk to Central Chidlom/Chidlom BTS",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway,Chit Lom|Phetchaburi Toll Plaza|Phloen Chit|Sukhumvit Toll Plaza|Ratchadamri|Asok 2 Toll Plaza,740 m / 10 minutes by foot|820 m / 10 minutes by foot|910 m / 4 minutes by car|1.1 km / 5 minutes by car|1.5 km / 5 minutes by car|2.9 km / 10 minutes by car,"168,379",0,-1.77,3.91,-1.96
The Trendy Condominium,"Soi Saeng Chan, Khlong Tan Nuea, Vadhana, Bangkok 10110",Khlong Toei,7300000.0,,Bedrooms|Bathrooms|Internal area,1|1|73.2,Floors|Towers|Project Area|Year built,"17|1|9,860 m2|2008",This Sukhumvit condo with 1 bedroom is available now in The Trendy condominium.,"this condo has a tenant who will stay long-term and is acceptable by a new owner - rental is 30,000 THB/month
1-bedroom
1-bathroom
large size: 73.20 sqm
high floor: one of the top floors of the condominium (15+)
facing direction: East with a nice view
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|False|False|False|True|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Nana|Asok|Sukhumvit|Sukhumvit Toll Plaza|Phetchaburi Toll Plaza|Asok 2 Toll Plaza,350 m / 4 minutes by foot|580 m / 7 minutes by foot|900 m / 4 minutes by car|1 km / 11 minutes by car|1.9 km / 13 minutes by car|2.5 km / 10 minutes by car,"99,169",0,-2.3,4.59,-5.96
Villa Asoke,"1596 Phetchaburi Rd, Khwaeng Makkasan, Khet Ratchathewi",Watthana,6900000.0,,Bedrooms|Bathrooms|Internal area,1|1|50,Floors|Towers|Project Area|Year built,"42|1|6,860 m2|2013",A 1-bedroom condo in Bangkok CBD is available now in the popular Villa Asoke condominium,"this condo in Bangkok CBD was recently renovated so that it's clean and nice.
this apartment is located on the mid0floor in Villa Asoke popular condominium
area: 50 sqm
1 bedroom
1 bathroom
1 parking slots
1 balcony
facing North
fully furnished
open kitchen - fully equipped
mid-floor: 15+
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts,Phetchaburi|Asok 2 Toll Plaza|Phra Ram 9|Asok 1 Toll Plaza|Asok 4 Toll Plaza|Nana,210 m / 3 minutes by foot|1.1 km / 5 minutes by car|1.8 km / 10 minutes by car|2 km / 10 minutes by car|2 km / 16 minutes by car|2 km / 8 minutes by car,"145,719",0,9.57,4.03,1.24
The ESSE Asoke,"48/1 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,12250000.0,,Bedrooms|Bathrooms|Internal area,1|1|47.05,Floors|Towers|Project Area|Year built,"55|1|3,674 m2|2018",This luxury condo for sale with a tenant on Sukhumvit 21 in Bangkok is available now in The Esse Asoke condominium near Srinakharinwirot University,"this luxury condo for sale features a nice unblocked greenery view of Wattana school
this condo is for sale with a Japanese tenant (from May 2022)
1-bedroom
1-bathroom
balcony
facing direction: West with a very nice greenery view
mid floor: 10+
fully furnished
open and fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available for this luxury condo for sale with the tenant",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-mrt|marker marker-mrt|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Phetchaburi|Asok|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Asok 1 Toll Plaza,540 m / 7 minutes by foot|630 m / 8 minutes by foot|890 m / 4 minutes by car|1.3 km / 17 minutes by car|1.3 km / 5 minutes by car|1.4 km / 6 minutes by car,"259,459",-8.57,-5.98,4.3,3.68
The Lofts Asoke,"253 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,11500000.0,,Bedrooms|Bathrooms|Internal area,1|1|50,Floors|Towers|Year built,45|1|2018,This luxury Bangkok condo is available in The Lofts Asoke new condominium on Sukhumvit 21 near Srinakharinwirot University,"this luxury Bangkok condo is for sale with a Japanese tenant - 2-year contract
1-bedroom
1-bathroom
area: 50 sqm
mid-high floor: 10+
fully and nicely furnished - modern design
open and equipped kitchen
balcony in the living room
facing direction: North
full electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|True|True|True,marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway|marker marker-bts,Phetchaburi|Asok 4 Toll Plaza|Asok 2 Toll Plaza|Sukhumvit|Asok 1 Toll Plaza|Nana,210 m / 3 minutes by foot|900 m / 15 minutes by car|910 m / 3 minutes by car|970 m / 8 minutes by car|970 m / 4 minutes by car|1.7 km / 7 minutes by car,"224,835",0,0,4.13,6.18
The Emporio Place,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,14000000.0,,Bedrooms|Bathrooms|Internal area,1|2|82.66,Floors|Towers|Project Area|Year built,"42|3|9,048 m2|2010",A luxury duplex condo for sale in Prompong is available now on a high floor with an amazing river view in The Emporio Place Sukhumvit 24 condominium,"this condo is a duplex and it features a good-sized living area on the lower level
1 bedroom on the higher level
2-bathroom - on each level
balcony
high floor with an amazing view of Bangkok and the river
fixed car parking lot
fully furnished
open and fully equipped kitchen
full set of electrical appliances
foreign freehold quota available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza|Thong Lo,860 m / 4 minutes by car|1.6 km / 8 minutes by car|1.7 km / 7 minutes by car|1.8 km / 7 minutes by car|1.9 km / 10 minutes by car|2.1 km / 9 minutes by car,"193,647",0,3.75,4.23,6.23
The Emporio Place,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,12000000.0,,Bedrooms|Bathrooms|Internal area,1|1|65,Floors|Towers|Project Area|Year built,"42|3|9,048 m2|2010",This river-view condo in Sukhumvit 24 is available now in The Emporio Place luxury condominium in Phrom Phong,"this condo features a nice river view
the condo has a custom nice decoration
1-bedroom
1-bathroom
balcony
area: 65 sqm
high-floor: 20+
fixed car parking slot
facing direction: North
fully furnished
open kitchen: fully equipped
full set of electrical appliances
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|True|True|True,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway|marker marker-bts,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Rama 4-1 Toll Plaza|Thong Lo,860 m / 4 minutes by car|1.6 km / 8 minutes by car|1.7 km / 7 minutes by car|1.8 km / 7 minutes by car|1.9 km / 10 minutes by car|2.1 km / 9 minutes by car,"193,647",0,3.75,4.23,6.23
